eu/eøs,statsbudsjettet,51952,øker|384.0,statsministerens|383.0,beløpsgrensen|358.0,overført|324.0,utrede|311.0,uførhet|308.0,sivilombudsmannens|300.0,handelsdepartementet|283.0,fleksibelt|282.0,tiltaket|278.0
eu/eøs,frivillighet,51503,rolle|415.0,øker|384.0,statsministerens|383.0,beløpsgrensen|358.0,representantforslaget|352.0,overført|324.0,meld|313.0,utrede|311.0,uførhet|308.0,fleksibelt|282.0
eu/eøs,fylkeskommunenes økonomi,47088,rolle|415.0,øker|384.0,statsministerens|383.0,beløpsgrensen|358.0,overenskomst|346.0,overført|324.0,utrede|311.0,uførhet|308.0,handelsdepartementet|283.0,tiltaket|278.0
eu/eøs,industri,46014,rolle|415.0,øker|384.0,statsministerens|383.0,beløpsgrensen|358.0,overført|324.0,utrede|311.0,uførhet|308.0,njåstad|285.0,handelsdepartementet|283.0,fleksibelt|282.0
eu/eøs,lokalforvaltning,43332,rolle|415.0,øker|384.0,statsministerens|383.0,beløpsgrensen|358.0,overført|324.0,meld|313.0,uførhet|308.0,sivilombudsmannens|300.0,njåstad|285.0,handelsdepartementet|283.0
luftfart,statsbudsjettet,33091,sjøtransport|248.0,kvalitet|216.0,lav|183.0,nan|nan,klager|247.0,sanitet|200.0,svarte|190.0,utdannet|184.0,politidirektoratet|173.0,mannskaper|163.0
luftfart,frivillighet,31574,sjøtransport|248.0,kvalitet|216.0,lav|183.0,nan|nan,klager|247.0,sanitet|200.0,sendt|193.0,utdannet|184.0,sikkerhetsloven|163.0,mannskaper|163.0
luftfart,fylkeskommunenes økonomi,27848,sjøtransport|248.0,kvalitet|216.0,sendt|193.0,svarte|190.0,utdannet|184.0,lav|183.0,fritt|162.0,elektronisk|156.0,kulturråd|156.0,byggenæringen|155.0
luftfart,sivilrett,27617,sjøtransport|248.0,lav|183.0,politidirektoratet|173.0,fritt|162.0,elektronisk|156.0,velferdsdirektoratet|155.0,nan|nan,klager|247.0,lova|245.0,hjemmel|206.0
luftfart,psykisk helse,27586,klager|247.0,lova|245.0,kvalitet|216.0,sanitet|200.0,utdannet|184.0,lav|183.0,sikkerhetsloven|163.0,mannskaper|163.0,fritt|162.0,ilo|159.0
