eu/eøs,eu|620.0,eøs|405.0,samtykke|351.0,europeiske|199.0,ef|192.0,avtalen|186.0,correct
luftfart,luftfart|437.0,samferdselsdepartementet|224.0,avtalen|31.0,correct
