eu/eøs,eøs|776.0,eu|516.0,europeiske|199.0,ef|192.0,avtalen|186.0,correct
handel,eøs|119.0,incorrect
kunst,film|221.0,midler|32.0,fastsatt|10.0,incorrect
kringkasting,tv|390.0,kringkasting|240.0,film|70.0,correct
