kultur,musikk|351.0,samlet|163.0,kultur|148.0,kulturdepartementet|102.0,familie|79.0,bevilgninger|68.0,organisasjonene|52.0,statsbudsjettet|47.0,incorrect
kunst,kulturdepartementet|149.0,familie|133.0,kultur|50.0,correct
