statsforvaltning,offentlige|486.0,correct
lokalforvaltning,kommuner|320.0,fylkeskommuner|227.0,private|94.0,incorrect
stortingets ombudsmann for forvaltningen,ombudsmann|665.0,forvaltningen|352.0,sivilombudsmannen|238.0,sivilombudsmannens|79.0,offentlige|71.0,stortingets|68.0,rettigheter|61.0,correct
