eu/eøs,statsbudsjettet,58146,digitalisering|383.0,samferdselsdepartementet|360.0,sivilombudsmannens|288.0,kontrakt|277.0,skolene|255.0,olje|229.0,arter|221.0,frafall|210.0,opplysningsarbeid|210.0,skolar|204.0
eu/eøs,frivillighet,55759,digitalisering|383.0,svensk|361.0,nan|nan,oppgaver|429.0,samferdselsdepartementet|360.0,representantforslaget|359.0,co2|337.0,meld|313.0,uførhet|308.0,kom|306.0
eu/eøs,fylkeskommunenes økonomi,50648,digitalisering|383.0,samferdselsdepartementet|360.0,kontrakt|277.0,skolene|255.0,representantforslag|252.0,lovfestingen|229.0,olje|229.0,arter|221.0,frafall|210.0,opplysningsarbeid|210.0
eu/eøs,industri,49058,digitalisering|383.0,samferdselsdepartementet|360.0,kontrakt|277.0,jakt|261.0,skolene|255.0,olje|229.0,arter|221.0,frafall|210.0,opplysningsarbeid|210.0,formue|204.0
eu/eøs,sivilrett,47823,digitalisering|383.0,co2|337.0,forbrytelser|315.0,hausten|305.0,fleksibelt|282.0,allmennaksjeselskaper|280.0,parti|277.0,kontrakt|277.0,jakt|261.0,skolene|255.0
handel,statsbudsjettet,31102,nivå|223.0,rettferdig|197.0,gruppen|193.0,maksimale|188.0,bevilgninger|185.0,årlige|179.0,militært|176.0,drift|176.0,norden|172.0,rettshjelp|165.0
handel,frivillighet,30808,nivå|223.0,rettferdig|197.0,gruppen|193.0,maksimale|188.0,rettshjelp|165.0,tilskudd|132.0,statsbudsjettet|119.0,avlastning|109.0,arealbruk|109.0,ntp|109.0
handel,fylkeskommunenes økonomi,28477,nivå|223.0,rettferdig|197.0,gruppen|193.0,maksimale|188.0,rettshjelp|165.0,garantien|157.0,tilskudd|132.0,avlastning|109.0,arealbruk|109.0,ntp|109.0
handel,fagskoler,26668,politisk|366.0,nivå|223.0,rettferdig|197.0,gruppen|193.0,maksimale|188.0,bevilgninger|185.0,årlige|179.0,militært|176.0,norden|172.0,marit|164.0
handel,lokalforvaltning,26491,nivå|223.0,rettferdig|197.0,maksimale|188.0,bevilgninger|185.0,årlige|179.0,drift|176.0,rettshjelp|165.0,miljøverndepartementet|162.0,konsultasjoner|156.0,reglar|152.0
kunst,statsbudsjettet,36178,kjøttvarer|232.0,situasjon|217.0,voldsofre|216.0,skred|197.0,forsøket|174.0,talet|166.0,sivile|154.0,kriminalomsorgens|152.0,skattefunn|146.0,forsikringsselskaper|138.0
kunst,frivillighet,33003,situasjon|217.0,nysalderingen|207.0,lensmannsetaten|206.0,skred|197.0,forsøket|174.0,talet|166.0,elvenes|160.0,sivile|154.0,skattefunn|146.0,forsikringsselskaper|138.0
kunst,fylkeskommunenes økonomi,30405,kjøttvarer|232.0,situasjon|217.0,nysalderingen|207.0,lensmannsetaten|206.0,skred|197.0,forsøket|174.0,talet|166.0,sivile|154.0,skattefunn|146.0,forsikringsselskaper|138.0
kunst,sivilrett,27895,kjøttvarer|232.0,situasjon|217.0,voldsofre|216.0,skred|197.0,forsøket|174.0,markert|173.0,talet|166.0,elvenes|160.0,sivile|154.0,kriminalomsorgens|152.0
kunst,kommunenes økonomi,27206,kjøttvarer|232.0,voldsofre|216.0,nysalderingen|207.0,skred|197.0,forsøket|174.0,talet|166.0,kriminalomsorgens|152.0,skattefunn|146.0,endringane|133.0,tjeneste|129.0
kringkasting,statsbudsjettet,37971,jernbanenettet|265.0,urett|249.0,nasjonalbudsjettet|206.0,utlendingsnemnda|199.0,angola|192.0,dømt|190.0,pårørende|175.0,offentliges|171.0,justis|169.0,helsepersonell|160.0
kringkasting,frivillighet,35723,jernbanenettet|265.0,nasjonalbudsjettet|206.0,utlendingsnemnda|199.0,dømt|190.0,pårørende|175.0,offentliges|171.0,justis|169.0,helsepersonell|160.0,utover|156.0,sjø|156.0
kringkasting,fylkeskommunenes økonomi,31988,jernbanenettet|265.0,urett|249.0,nasjonalbudsjettet|206.0,utlendingsnemnda|199.0,offentliges|171.0,justis|169.0,helsepersonell|160.0,utover|156.0,sjø|156.0,budsjettrammer|155.0
kringkasting,industri,29721,bjørn|239.0,nasjonalbudsjettet|206.0,utlendingsnemnda|199.0,patentloven|171.0,offentliges|171.0,utover|156.0,sjø|156.0,benyttet|152.0,bomiljøtiltak|151.0,kommunar|149.0
kringkasting,psykisk helse,29391,urett|249.0,dømt|190.0,pårørende|175.0,justis|169.0,helsepersonell|160.0,utover|156.0,sjø|156.0,budsjettrammer|155.0,benyttet|152.0,voksenopplæringsloven|150.0
